Channel,Material Description,Category,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202513,202514,202515,202516,202517,202518,202519,202520,202521,202522,202523,202524,202525,202526,202527,202528,202529,202530,202531,202532,202533,202534,202535,202536,202537,202538,202539,202540,202541,202542,202543,202544,202545,202546,202547,202548,202549,202550,202551,202552
CUSTOMER2,"AV RECEIVER,HW-B400F,COLOMBIA",Sell-in,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,20.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"AV RECEIVER,HW-B400F,COLOMBIA",Cust. Sales,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"AV RECEIVER,HW-B400F,COLOMBIA",Channel Inv.,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"AV RECEIVER,HW-C400,COLOMBIA",Sell-in,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,20.0 ,0.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"AV RECEIVER,HW-C400,COLOMBIA",Cust. Sales,0.0 ,3.0 ,1.0 ,2.0 ,3.0 ,0.0 ,3.0 ,0.0 ,1.0 ,2.0 ,1.0 ,2.0 ,1.0 ,2.0 ,0.0 ,0.0 ,1.0 ,4.0 ,11.0 ,10.0 ,0.0 ,1.0 ,3.0 ,6.0 ,13.0 ,9.0 ,5.0 ,6.0 ,3.0 ,2.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"AV RECEIVER,HW-C400,COLOMBIA",Channel Inv.,25.0 ,22.0 ,9.0 ,7.0 ,4.0 ,18.0 ,16.0 ,16.0 ,15.0 ,12.0 ,11.0 ,9.0 ,9.0 ,6.0 ,26.0 ,26.0 ,36.0 ,30.0 ,19.0 ,9.0 ,9.0 ,60.0 ,57.0 ,49.0 ,36.0 ,28.0 ,23.0 ,17.0 ,13.0 ,11.0 ,10.0 ,8.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",Sell-in,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",Cust. Sales,2.0 ,3.0 ,1.0 ,4.0 ,3.0 ,1.0 ,0.0 ,1.0 ,0.0 ,3.0 ,0.0 ,2.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
CUSTOMER2,"MWO(COMMON),1.1,120V 60HZ,REAL STAINLESS",Channel Inv.,21.0 ,18.0 ,8.0 ,5.0 ,3.0 ,11.0 ,8.0 ,10.0 ,10.0 ,7.0 ,7.0 ,4.0 ,5.0 ,3.0 ,3.0 ,3.0 ,3.0 ,2.0 ,2.0 ,0.0 ,2.0 ,2.0 ,2.0 ,2.0 ,2.0 ,0.0 ,2.0 ,2.0 ,1.0 ,1.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
